"","ID","language","channel","country","age","dev.environment","app.type","mobile.os","desktop.os","programming.language.migrate","programming.language.primary","unit.testing","database","database.migrate","database.host","tool.usage"
"363",4131,"Korean","external","South Korea","30-39","Windows","Mobile","Windows","Windows","C#","C","No","MySQL","Oracle Database","Locally","Less frequently"
"364",4144,"English","external","Canada","40-49","macOS","Mobile","Android","Windows","Swift","Java","Yes, I write unit tests","Other - Write In:","MongoDB","Amazon Web Services","Several times a day"
"365",4163,"English","internal","Canada","40-49","Windows","Web Back-end","iOS","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"366",4165,"Russian","external","Ukraine","17 or younger","Windows","Mobile","Android","Windows","R","C#","Yes, I use unit tests, but I don't write them","MySQL","SQLite","Locally","Less frequently"
"367",4173,"English","internal","Sweden","18-20","Unix / Linux","Web Back-end","Android","Windows","C","C#","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"368",4181,"English","internal","United States","50-59","Windows","Web Front-end","Android","Unix / Linux","Kotlin","Other - Write In:","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"369",4211,"English","external","United States","21-29","Windows","Web Back-end","Windows","Windows","Swift","Java","No","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"370",4212,"English","external","United States","30-39","macOS","Mobile","iOS","macOS","Planning to adopt / migrate to other language(s) - Write in:","Swift","Yes, I write unit tests","SQLite","PostgreSQL","Locally","All day long"
"371",4219,"English","internal","France","21-29","Windows","Web Back-end","Android","Windows","Swift","Clojure / ClojureScript","Yes, I write unit tests","PostgreSQL","Neo4j","Locally","All day long"
"372",4221,"English","internal","New Zealand","21-29","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C#","No","MS SQL Server","No, not planning to adopt / migrate","Locally","Less frequently"
"373",4222,"Portuguese","external","Brazil","30-39","Windows","Web Back-end","Windows","Windows","Go","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Private Servers","Less frequently"
"374",4223,"Japanese","external","Japan","40-49","Windows","Web Front-end","Windows","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"375",4239,"English","external","United Kingdom","40-49","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","C#","No","MS SQL Server","No, not planning to adopt / migrate","Private Servers","Several times a week"
"376",4245,"English","internal","New Zealand","21-29","Windows","Web Back-end","Android","Windows","C#","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"377",4254,"English","internal","New Zealand","40-49","Unix / Linux","Web Back-end","Android","macOS","No, not planning to adopt / migrate","Java","Yes, I write unit tests","DB2","No, not planning to adopt / migrate","Locally","Several times a day"
"378",4257,"English","external","India","21-29","Windows","Web Front-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I use unit tests, but I don't write them","MySQL","No, not planning to adopt / migrate","Private Servers","Several times a day"
"379",4268,"French","external","France","18-20","Windows","Web Back-end","iOS","Windows","Swift","PHP","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"380",4275,"English","external","Philippines","30-39","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","PHP","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"381",4281,"English","internal","United States","18-20","macOS","Web Back-end","iOS","macOS","Java","Swift","No","MySQL","No, not planning to adopt / migrate","Private Servers","Several times a day"
"382",4285,"English","internal","France","40-49","macOS","Mobile","Android","macOS","No, not planning to adopt / migrate","Swift","Yes, I write unit tests","Other - Write In:","No, not planning to adopt / migrate","Locally","All day long"
"383",4290,"English","external","Spain","40-49","Unix / Linux","Web Back-end","Android","Windows","Scala","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"384",4309,"English","external","Mexico","30-39","Unix / Linux","Web Back-end","Android","Windows","Python","TypeScript","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"385",4319,"English","internal","United States","21-29","Windows","Web Front-end","Android","Windows","No, not planning to adopt / migrate","C++","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a week"
"386",4321,"Russian","external","Ukraine","30-39","Windows","Web Back-end","Windows","Windows","Python","C#","Yes, I write unit tests","MS SQL Server","MySQL","Locally","Several times a week"
"387",4344,"English","internal","Czech Republic","30-39","Windows","Web Back-end","Android","Windows","Scala","C#","Yes, I use unit tests, but I don't write them","MS SQL Server","HBase","Locally","Several times a day"
"388",4370,"English","internal","United States","21-29","Unix / Linux","Web Back-end","Android","Windows","No, not planning to adopt / migrate","JavaScript","Yes, I write unit tests","MongoDB","No, not planning to adopt / migrate","Google Cloud Platform","All day long"
"389",4375,"Turkish","internal","Turkey","21-29","Windows","Web Back-end","Android","Windows","Ruby","PHP","Yes, I use unit tests, but I don't write them","MySQL","MongoDB","Locally","Several times a week"
"390",4389,"Chinese (s","external","China","21-29","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Less frequently"
"391",4393,"English","internal","United States","18-20","Windows","Web Back-end","Android","Windows","C","Java","Yes, I write unit tests","MySQL","PostgreSQL","Locally","Several times a day"
"392",4405,"English","external","India","21-29","Windows","Web Back-end","Windows","Windows","Planning to adopt / migrate to other language(s) - Write in:","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"393",4407,"English","internal","United States","50-59","Windows","Web Front-end","Windows","Windows","Python","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a day"
"394",4420,"English","internal","United States","40-49","Unix / Linux","Web Back-end","Android","Windows","TypeScript","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"395",4439,"English","external","France","21-29","Windows","Web Back-end","Windows","Windows","JavaScript","C","Yes, I use unit tests, but I don't write them","MySQL","MS SQL Server","Private Servers","Several times a day"
"396",4442,"English","external","Canada","50-59","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MongoDB","No, not planning to adopt / migrate","Amazon Web Services","All day long"
"397",4446,"Chinese (s","internal","China","21-29","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C++","Yes, I use unit tests, but I don't write them","MS SQL Server","PostgreSQL","Locally","All day long"
"398",4448,"English","internal","United States","40-49","macOS","Web Back-end","Android","Windows","No, not planning to adopt / migrate","JavaScript","Yes, I write unit tests","MySQL","Couchbase","Locally","All day long"
"399",4451,"English","internal","Canada","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a day"
"400",4461,"Polish","external","Poland","21-29","Windows","Web Back-end","Android","Windows","Ruby","C#","No","MySQL","No, not planning to adopt / migrate","Private Servers","Several times a day"
"401",4465,"Turkish","external","Turkey","30-39","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","C#","No","MS SQL Server","No, not planning to adopt / migrate","Locally","Never"
"402",4466,"English","external","Russia","21-29","Windows","Web Back-end","Windows","Windows","Java","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"403",4468,"English","external","France","30-39","Windows","Mobile","Windows","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"404",4471,"English","internal","Netherlands","21-29","Windows","Web Back-end","Android","Windows","Ruby","Java","Yes, I write unit tests","MySQL","PostgreSQL","Locally","Several times a day"
"405",4480,"English","internal","United States","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"406",4487,"English","internal","Montenegro","21-29","macOS","Web Back-end","Android","Windows","Scala","Ruby","Yes, I write unit tests","MySQL","Cassandra","Locally","All day long"
"407",4494,"English","external","United Kingdom","30-39","Windows","Web Back-end","Windows","Windows","Java","C#","Yes, I write unit tests","MS SQL Server","Redis","Private Servers","Several times a day"
"408",4495,"English","external","United Kingdom","40-49","Windows","Web Back-end","Android","Windows","TypeScript","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a day"
"409",4503,"English","internal","Lithuania","21-29","macOS","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a day"
"410",4504,"English","external","Russia","18-20","Windows","Web Back-end","Windows","Windows","C#","C","No","PostgreSQL","No, not planning to adopt / migrate","Google Cloud Platform","Several times a week"
"411",4507,"Polish","external","Poland","21-29","Unix / Linux","Mobile","Windows","Unix / Linux","No, not planning to adopt / migrate","C++","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a week"
"412",4510,"English","external","Mexico","21-29","Windows","Web Back-end","Android","Unix / Linux","SQL","Python","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
